id;id_paket;lokasi;status;timestamp;keterangan
1344;270;Karawang;menunggu;2025-09-19 22:16:57;Paket diterima di counter
1345;270;Pusat Sortir Karawang;diproses;2025-09-20 01:16:57;Paket sedang disortir
1346;271;Tangerang;menunggu;2025-09-20 05:15:22;Paket diterima di counter
1347;269;Hub Tujuan Jakarta Pusat;sampai_tujuan;2025-09-20 05:50:23;Paket tiba di hub tujuan
1348;271;Pusat Sortir Tangerang;diproses;2025-09-20 06:15:22;Paket sedang disortir
1349;270;Jalur Transito Karawang - Jakarta Pusat;dalam_perjalanan;2025-09-20 08:16:57;Paket dikirim oleh kurir
1350;271;Jalur Transito Tangerang - Surabaya;dalam_perjalanan;2025-09-20 11:15:22;Paket dikirim oleh kurir
1351;272;Depok;menunggu;2025-09-20 14:12:23;Paket diterima di counter
1352;269;Jakarta Pusat;terkirim;2025-09-20 15:50:23;Paket berhasil diterima oleh Dian Sasmita
1353;272;Pusat Sortir Depok;diproses;2025-09-20 16:12:23;Paket sedang disortir
1354;273;Depok;menunggu;2025-09-20 17:02:49;Paket diterima di counter
1355;270;Hub Tujuan Jakarta Pusat;sampai_tujuan;2025-09-20 18:16:57;Paket tiba di hub tujuan
1356;273;Pusat Sortir Depok;diproses;2025-09-20 19:02:49;Paket sedang disortir
1357;273;Jalur Transito Depok - Jakarta Selatan;dalam_perjalanan;2025-09-20 22:02:49;Paket dikirim oleh kurir
1358;270;Jakarta Pusat;terkirim;2025-09-21 01:16:57;Paket berhasil diterima oleh Sri Wahyuni
1359;274;Surabaya;menunggu;2025-09-21 01:31:22;Paket diterima di counter
1360;272;Jalur Transito Depok - Bandung;dalam_perjalanan;2025-09-21 02:12:23;Paket dikirim oleh kurir
1361;274;Pusat Sortir Surabaya;diproses;2025-09-21 03:31:22;Paket sedang disortir
1362;271;Hub Tujuan Surabaya;sampai_tujuan;2025-09-21 04:15:22;Paket tiba di hub tujuan
1363;271;Surabaya;terkirim;2025-09-21 08:15:22;Paket berhasil diterima oleh Joko Susilo
1364;274;Jalur Transito Surabaya - Semarang;dalam_perjalanan;2025-09-21 11:31:22;Paket dikirim oleh kurir
1365;273;Hub Tujuan Jakarta Selatan;sampai_tujuan;2025-09-21 12:02:49;Paket tiba di hub tujuan
1366;272;Hub Tujuan Bandung;sampai_tujuan;2025-09-21 12:12:23;Paket tiba di hub tujuan
1367;273;Jakarta Selatan;terkirim;2025-09-21 19:02:49;Paket berhasil diterima oleh Budi Santoso
1368;272;Bandung;terkirim;2025-09-21 19:12:23;Paket berhasil diterima oleh Lestari Wulandari
1369;274;Hub Tujuan Semarang;sampai_tujuan;2025-09-21 19:31:22;Paket tiba di hub tujuan
1370;274;Semarang;terkirim;2025-09-22 06:31:22;Paket berhasil diterima oleh Hendra Wijaya
1371;275;Bogor;menunggu;2025-09-23 22:03:16;Paket diterima di counter
1372;275;Pusat Sortir Bogor;diproses;2025-09-23 23:03:16;Paket sedang disortir
1373;276;Jakarta Selatan;menunggu;2025-09-24 02:42:15;Paket diterima di counter
1374;277;Semarang;menunggu;2025-09-24 03:09:01;Paket diterima di counter
1375;276;Pusat Sortir Jakarta Selatan;diproses;2025-09-24 04:42:15;Paket sedang disortir
1376;275;Jalur Transito Bogor - Semarang;dalam_perjalanan;2025-09-24 06:03:16;Paket dikirim oleh kurir
1377;277;Pusat Sortir Semarang;diproses;2025-09-24 06:09:01;Paket sedang disortir
1378;278;Surabaya;menunggu;2025-09-24 08:27:00;Paket diterima di counter
1379;279;Jakarta Selatan;menunggu;2025-09-24 10:11:45;Paket diterima di counter
1380;278;Pusat Sortir Surabaya;diproses;2025-09-24 11:27:00;Paket sedang disortir
1381;279;Pusat Sortir Jakarta Selatan;diproses;2025-09-24 12:11:45;Paket sedang disortir
1382;276;Jalur Transito Jakarta Selatan - Jakarta Timur;dalam_perjalanan;2025-09-24 12:42:15;Paket dikirim oleh kurir
1383;278;Jalur Transito Surabaya - Jakarta Timur;dalam_perjalanan;2025-09-24 13:27:00;Paket dikirim oleh kurir
1384;277;Jalur Transito Semarang - Karawang;dalam_perjalanan;2025-09-24 14:09:01;Paket dikirim oleh kurir
1385;275;Hub Tujuan Semarang;sampai_tujuan;2025-09-24 16:03:16;Paket tiba di hub tujuan
1386;279;Jalur Transito Jakarta Selatan - Tangerang;dalam_perjalanan;2025-09-24 22:11:45;Paket dikirim oleh kurir
1387;278;Hub Tujuan Jakarta Timur;sampai_tujuan;2025-09-24 23:27:00;Paket tiba di hub tujuan
1388;276;Hub Tujuan Jakarta Timur;sampai_tujuan;2025-09-25 00:42:15;Paket tiba di hub tujuan
1389;277;Hub Tujuan Karawang;sampai_tujuan;2025-09-25 01:09:01;Paket tiba di hub tujuan
1390;275;Semarang;terkirim;2025-09-25 03:03:16;Paket berhasil diterima oleh Andi Pratama
1391;276;Jakarta Timur;terkirim;2025-09-25 07:42:15;Paket berhasil diterima oleh Yanto Sukarno
1392;277;Karawang;terkirim;2025-09-25 08:09:01;Paket berhasil diterima oleh Andi Pratama
1393;279;Hub Tujuan Tangerang;sampai_tujuan;2025-09-25 10:11:45;Paket tiba di hub tujuan
1394;279;Tangerang;terkirim;2025-09-25 13:11:45;Paket berhasil diterima oleh Roni Wijaya
1395;278;Jakarta Timur;terkirim;2025-09-25 14:27:00;Paket berhasil diterima oleh Sari Indah
1396;280;Tangerang;menunggu;2025-09-26 19:29:15;Paket diterima di counter
1397;281;Yogyakarta;menunggu;2025-09-26 20:18:16;Paket diterima di counter
1398;280;Pusat Sortir Tangerang;diproses;2025-09-26 21:29:15;Paket sedang disortir
1399;281;Pusat Sortir Yogyakarta;diproses;2025-09-26 23:18:16;Paket sedang disortir
1400;280;Jalur Transito Tangerang - Jakarta Barat;dalam_perjalanan;2025-09-27 02:29:15;Paket dikirim oleh kurir
1401;281;Jalur Transito Yogyakarta - Depok;dalam_perjalanan;2025-09-27 03:18:16;Paket dikirim oleh kurir
1402;281;Hub Tujuan Depok;sampai_tujuan;2025-09-27 18:18:16;Paket tiba di hub tujuan
1403;280;Hub Tujuan Jakarta Barat;sampai_tujuan;2025-09-27 19:29:15;Paket tiba di hub tujuan
1404;281;Depok;terkirim;2025-09-27 21:18:16;Paket berhasil diterima oleh Maya Kartika
1405;280;Jakarta Barat;terkirim;2025-09-27 21:29:15;Paket berhasil diterima oleh Yanto Sukarno
1406;282;Jakarta Timur;menunggu;2025-09-28 13:10:57;Paket diterima di counter
1407;282;Pusat Sortir Jakarta Timur;diproses;2025-09-28 15:10:57;Paket sedang disortir
1408;282;Jalur Transito Jakarta Timur - Yogyakarta;dalam_perjalanan;2025-09-28 18:10:57;Paket dikirim oleh kurir
1409;283;Depok;menunggu;2025-09-28 19:28:56;Paket diterima di counter
1410;283;Pusat Sortir Depok;diproses;2025-09-28 21:28:56;Paket sedang disortir
1411;283;Jalur Transito Depok - Karawang;dalam_perjalanan;2025-09-29 04:28:56;Paket dikirim oleh kurir
1412;282;Hub Tujuan Yogyakarta;sampai_tujuan;2025-09-29 10:10:57;Paket tiba di hub tujuan
1413;282;Yogyakarta;terkirim;2025-09-29 14:10:57;Paket berhasil diterima oleh Dewi Lestari
1414;283;Hub Tujuan Karawang;sampai_tujuan;2025-09-29 15:28:56;Paket tiba di hub tujuan
1415;283;Karawang;terkirim;2025-09-29 20:28:56;Paket berhasil diterima oleh Dewi Lestari
1416;284;Surabaya;menunggu;2025-10-01 00:15:56;Paket diterima di counter
1417;284;Pusat Sortir Surabaya;diproses;2025-10-01 02:15:56;Paket sedang disortir
1418;284;Jalur Transito Surabaya - Bandung;dalam_perjalanan;2025-10-01 12:15:56;Paket dikirim oleh kurir
1419;284;Hub Tujuan Bandung;sampai_tujuan;2025-10-01 22:15:56;Paket tiba di hub tujuan
1420;284;Bandung;terkirim;2025-10-02 01:15:56;Paket berhasil diterima oleh Wati Kurnia
1421;285;Surabaya;menunggu;2025-10-02 10:19:57;Paket diterima di counter
1422;285;Pusat Sortir Surabaya;diproses;2025-10-02 11:19:57;Paket sedang disortir
1423;285;Jalur Transito Surabaya - Jakarta Timur;dalam_perjalanan;2025-10-02 17:19:57;Paket dikirim oleh kurir
1424;285;Hub Tujuan Jakarta Timur;sampai_tujuan;2025-10-03 06:19:57;Paket tiba di hub tujuan
1425;285;Jakarta Timur;terkirim;2025-10-03 12:19:57;Paket berhasil diterima oleh Sri Wahyuni
1426;286;Yogyakarta;menunggu;2025-10-05 14:52:29;Paket diterima di counter
1427;286;Pusat Sortir Yogyakarta;diproses;2025-10-05 17:52:29;Paket sedang disortir
1428;286;Jalur Transito Yogyakarta - Depok;dalam_perjalanan;2025-10-06 02:52:29;Paket dikirim oleh kurir
1429;287;Yogyakarta;menunggu;2025-10-06 07:35:39;Paket diterima di counter
1430;287;Pusat Sortir Yogyakarta;diproses;2025-10-06 08:35:39;Paket sedang disortir
1431;286;Hub Tujuan Depok;sampai_tujuan;2025-10-06 11:52:29;Paket tiba di hub tujuan
1432;287;Jalur Transito Yogyakarta - Jakarta Barat;dalam_perjalanan;2025-10-06 13:35:39;Paket dikirim oleh kurir
1433;286;Depok;terkirim;2025-10-06 16:52:29;Paket berhasil diterima oleh Lestari Wulandari
1434;287;Hub Tujuan Jakarta Barat;sampai_tujuan;2025-10-06 23:35:39;Paket tiba di hub tujuan
1435;287;Jakarta Barat;terkirim;2025-10-07 11:35:39;Paket berhasil diterima oleh Dewi Lestari
1436;288;Semarang;menunggu;2025-10-07 12:42:33;Paket diterima di counter
1437;288;Pusat Sortir Semarang;diproses;2025-10-07 13:42:33;Paket sedang disortir
1438;288;Jalur Transito Semarang - Tangerang;dalam_perjalanan;2025-10-07 18:42:33;Paket dikirim oleh kurir
1439;288;Hub Tujuan Tangerang;sampai_tujuan;2025-10-08 09:42:33;Paket tiba di hub tujuan
1440;288;Tangerang;terkirim;2025-10-08 15:42:33;Paket berhasil diterima oleh Gita Saraswati
1441;289;Bogor;menunggu;2025-10-09 11:00:15;Paket diterima di counter
1442;289;Pusat Sortir Bogor;diproses;2025-10-09 12:00:15;Paket sedang disortir
1443;289;Jalur Transito Bogor - Yogyakarta;dalam_perjalanan;2025-10-09 21:00:15;Paket dikirim oleh kurir
1444;289;Hub Tujuan Yogyakarta;sampai_tujuan;2025-10-10 07:00:15;Paket tiba di hub tujuan
1445;289;Yogyakarta;terkirim;2025-10-10 15:00:15;Paket berhasil diterima oleh Joko Susilo
1446;290;Bogor;menunggu;2025-10-11 05:45:32;Paket diterima di counter
1447;290;Pusat Sortir Bogor;diproses;2025-10-11 08:45:32;Paket sedang disortir
1448;290;Jalur Transito Bogor - Jakarta Timur;dalam_perjalanan;2025-10-11 14:45:32;Paket dikirim oleh kurir
1449;290;Hub Tujuan Jakarta Timur;sampai_tujuan;2025-10-12 01:45:32;Paket tiba di hub tujuan
1450;291;Bogor;menunggu;2025-10-12 04:46:03;Paket diterima di counter
1451;291;Pusat Sortir Bogor;diproses;2025-10-12 05:46:03;Paket sedang disortir
1452;290;Jakarta Timur;terkirim;2025-10-12 09:45:32;Paket berhasil diterima oleh Eko Prasetyo
1453;291;Jalur Transito Bogor - Depok;dalam_perjalanan;2025-10-12 09:46:03;Paket dikirim oleh kurir
1454;292;Karawang;menunggu;2025-10-12 17:49:05;Paket diterima di counter
1455;292;Pusat Sortir Karawang;diproses;2025-10-12 19:49:05;Paket sedang disortir
1456;292;Jalur Transito Karawang - Jakarta Pusat;dalam_perjalanan;2025-10-13 01:49:05;Paket dikirim oleh kurir
1457;291;Hub Tujuan Depok;sampai_tujuan;2025-10-13 03:46:03;Paket tiba di hub tujuan
1458;291;Depok;terkirim;2025-10-13 06:46:03;Paket berhasil diterima oleh Gita Saraswati
1459;292;Hub Tujuan Jakarta Pusat;sampai_tujuan;2025-10-13 08:49:05;Paket tiba di hub tujuan
1460;292;Jakarta Pusat;terkirim;2025-10-13 22:49:05;Paket berhasil diterima oleh Yanto Sukarno
1461;293;Karawang;menunggu;2025-10-14 04:27:29;Paket diterima di counter
1462;293;Pusat Sortir Karawang;diproses;2025-10-14 05:27:29;Paket sedang disortir
1463;294;Surabaya;menunggu;2025-10-14 09:15:57;Paket diterima di counter
1464;294;Pusat Sortir Surabaya;diproses;2025-10-14 10:15:57;Paket sedang disortir
1465;293;Jalur Transito Karawang - Tangerang;dalam_perjalanan;2025-10-14 13:27:29;Paket dikirim oleh kurir
1466;294;Jalur Transito Surabaya - Semarang;dalam_perjalanan;2025-10-14 16:15:57;Paket dikirim oleh kurir
1467;293;Hub Tujuan Tangerang;sampai_tujuan;2025-10-14 20:27:29;Paket tiba di hub tujuan
1468;294;Hub Tujuan Semarang;sampai_tujuan;2025-10-15 04:15:57;Paket tiba di hub tujuan
1469;293;Tangerang;terkirim;2025-10-15 08:27:29;Paket berhasil diterima oleh Yanto Sukarno
1470;295;Yogyakarta;menunggu;2025-10-15 09:24:01;Paket diterima di counter
1471;294;Semarang;terkirim;2025-10-15 10:15:57;Paket berhasil diterima oleh Joko Susilo
1472;295;Pusat Sortir Yogyakarta;diproses;2025-10-15 10:24:01;Paket sedang disortir
1473;295;Jalur Transito Yogyakarta - Bandung;dalam_perjalanan;2025-10-15 14:24:01;Paket dikirim oleh kurir
1474;295;Hub Tujuan Bandung;sampai_tujuan;2025-10-16 02:24:01;Paket tiba di hub tujuan
1475;295;Bandung;terkirim;2025-10-16 10:24:01;Paket berhasil diterima oleh Eko Prasetyo
1476;296;Yogyakarta;menunggu;2025-10-17 02:36:54;Paket diterima di counter
1477;296;Pusat Sortir Yogyakarta;diproses;2025-10-17 04:36:54;Paket sedang disortir
1478;296;Jalur Transito Yogyakarta - Bogor;dalam_perjalanan;2025-10-17 10:36:54;Paket dikirim oleh kurir
1479;296;Hub Tujuan Bogor;sampai_tujuan;2025-10-17 22:36:54;Paket tiba di hub tujuan
1480;296;Bogor;terkirim;2025-10-18 06:36:54;Paket berhasil diterima oleh Hendra Wijaya
1481;297;Bogor;menunggu;2025-10-18 07:13:34;Paket diterima di counter
1482;297;Pusat Sortir Bogor;diproses;2025-10-18 09:13:34;Paket sedang disortir
1483;298;Depok;menunggu;2025-10-18 14:01:52;Paket diterima di counter
1484;298;Pusat Sortir Depok;diproses;2025-10-18 15:01:52;Paket sedang disortir
1485;297;Jalur Transito Bogor - Semarang;dalam_perjalanan;2025-10-18 18:13:34;Paket dikirim oleh kurir
1486;298;Jalur Transito Depok - Bogor;dalam_perjalanan;2025-10-18 19:01:52;Paket dikirim oleh kurir
1487;297;Hub Tujuan Semarang;sampai_tujuan;2025-10-18 23:13:34;Paket tiba di hub tujuan
1488;298;Hub Tujuan Bogor;sampai_tujuan;2025-10-19 08:01:52;Paket tiba di hub tujuan
1489;297;Semarang;terkirim;2025-10-19 12:13:34;Paket berhasil diterima oleh Hendra Wijaya
1490;298;Bogor;terkirim;2025-10-19 18:01:52;Paket berhasil diterima oleh Toni Hermanto
1491;299;Tangerang;menunggu;2025-10-20 19:34:46;Paket diterima di counter
1492;299;Pusat Sortir Tangerang;diproses;2025-10-20 22:34:46;Paket sedang disortir
1493;299;Jalur Transito Tangerang - Yogyakarta;dalam_perjalanan;2025-10-21 01:34:46;Paket dikirim oleh kurir
1494;299;Hub Tujuan Yogyakarta;sampai_tujuan;2025-10-21 14:34:46;Paket tiba di hub tujuan
1495;299;Yogyakarta;terkirim;2025-10-21 23:34:46;Paket berhasil diterima oleh Agus Setiawan
1496;300;Jakarta Pusat;menunggu;2025-10-22 02:58:35;Paket diterima di counter
1497;300;Pusat Sortir Jakarta Pusat;diproses;2025-10-22 03:58:35;Paket sedang disortir
1498;300;Jalur Transito Jakarta Pusat - Yogyakarta;dalam_perjalanan;2025-10-22 09:58:35;Paket dikirim oleh kurir
1499;301;Jakarta Pusat;menunggu;2025-10-22 14:26:36;Paket diterima di counter
1500;301;Pusat Sortir Jakarta Pusat;diproses;2025-10-22 15:26:36;Paket sedang disortir
1501;302;Jakarta Pusat;menunggu;2025-10-22 17:40:24;Paket diterima di counter
1502;302;Pusat Sortir Jakarta Pusat;diproses;2025-10-22 18:40:24;Paket sedang disortir
1503;300;Hub Tujuan Yogyakarta;sampai_tujuan;2025-10-22 21:58:35;Paket tiba di hub tujuan
1504;301;Jalur Transito Jakarta Pusat - Jakarta Selatan;dalam_perjalanan;2025-10-23 02:26:36;Paket dikirim oleh kurir
1505;302;Jalur Transito Jakarta Pusat - Tangerang;dalam_perjalanan;2025-10-23 03:40:24;Paket dikirim oleh kurir
1506;301;Hub Tujuan Jakarta Selatan;sampai_tujuan;2025-10-23 06:26:36;Paket tiba di hub tujuan
1507;300;Yogyakarta;terkirim;2025-10-23 07:58:35;Paket berhasil diterima oleh Hendra Wijaya
1508;303;Jakarta Pusat;menunggu;2025-10-23 10:36:38;Paket diterima di counter
1509;303;Pusat Sortir Jakarta Pusat;diproses;2025-10-23 12:36:38;Paket sedang disortir
1510;302;Hub Tujuan Tangerang;sampai_tujuan;2025-10-23 16:40:24;Paket tiba di hub tujuan
1511;301;Jakarta Selatan;terkirim;2025-10-23 20:26:36;Paket berhasil diterima oleh Agus Setiawan
1512;304;Bandung;menunggu;2025-10-23 22:09:49;Paket diterima di counter
1513;305;Depok;menunggu;2025-10-23 22:21:36;Paket diterima di counter
1514;303;Jalur Transito Jakarta Pusat - Semarang;dalam_perjalanan;2025-10-23 22:36:38;Paket dikirim oleh kurir
1515;305;Pusat Sortir Depok;diproses;2025-10-23 23:21:36;Paket sedang disortir
1516;302;Tangerang;terkirim;2025-10-23 23:40:24;Paket berhasil diterima oleh Dian Sasmita
1517;304;Pusat Sortir Bandung;diproses;2025-10-24 01:09:49;Paket sedang disortir
1518;305;Jalur Transito Depok - Bandung;dalam_perjalanan;2025-10-24 03:21:36;Paket dikirim oleh kurir
1519;304;Jalur Transito Bandung - Jakarta Timur;dalam_perjalanan;2025-10-24 05:09:49;Paket dikirim oleh kurir
1520;303;Hub Tujuan Semarang;sampai_tujuan;2025-10-24 09:36:38;Paket tiba di hub tujuan
1521;303;Semarang;terkirim;2025-10-24 13:36:38;Paket berhasil diterima oleh Yanto Sukarno
1522;304;Hub Tujuan Jakarta Timur;sampai_tujuan;2025-10-24 14:09:49;Paket tiba di hub tujuan
1523;305;Hub Tujuan Bandung;sampai_tujuan;2025-10-24 22:21:36;Paket tiba di hub tujuan
1524;305;Bandung;terkirim;2025-10-25 01:21:36;Paket berhasil diterima oleh Siti Rahma
1525;304;Jakarta Timur;terkirim;2025-10-25 03:09:49;Paket berhasil diterima oleh Gita Saraswati
1526;306;Yogyakarta;menunggu;2025-10-26 01:17:54;Paket diterima di counter
1527;306;Pusat Sortir Yogyakarta;diproses;2025-10-26 02:17:54;Paket sedang disortir
1528;307;Karawang;menunggu;2025-10-26 05:49:55;Paket diterima di counter
1529;307;Pusat Sortir Karawang;diproses;2025-10-26 06:49:55;Paket sedang disortir
1530;306;Jalur Transito Yogyakarta - Jakarta Selatan;dalam_perjalanan;2025-10-26 10:17:54;Paket dikirim oleh kurir
1531;307;Jalur Transito Karawang - Yogyakarta;dalam_perjalanan;2025-10-26 11:49:55;Paket dikirim oleh kurir
1532;306;Hub Tujuan Jakarta Selatan;sampai_tujuan;2025-10-26 21:17:54;Paket tiba di hub tujuan
1533;307;Hub Tujuan Yogyakarta;sampai_tujuan;2025-10-27 03:49:55;Paket tiba di hub tujuan
1534;306;Jakarta Selatan;terkirim;2025-10-27 05:17:54;Paket berhasil diterima oleh Dian Sasmita
1535;307;Yogyakarta;terkirim;2025-10-27 07:49:55;Paket berhasil diterima oleh Lestari Wulandari
1536;308;Surabaya;menunggu;2025-10-30 17:35:04;Paket diterima di counter
1537;308;Pusat Sortir Surabaya;diproses;2025-10-30 18:35:04;Paket sedang disortir
1538;308;Jalur Transito Surabaya - Tangerang;dalam_perjalanan;2025-10-30 23:35:04;Paket dikirim oleh kurir
1539;308;Hub Tujuan Tangerang;sampai_tujuan;2025-10-31 08:35:04;Paket tiba di hub tujuan
1540;309;Semarang;menunggu;2025-10-31 13:23:23;Paket diterima di counter
1541;309;Pusat Sortir Semarang;diproses;2025-10-31 14:23:23;Paket sedang disortir
1542;308;Tangerang;terkirim;2025-10-31 19:35:04;Paket berhasil diterima oleh Agus Setiawan
1543;309;Jalur Transito Semarang - Surabaya;dalam_perjalanan;2025-10-31 22:23:23;Paket dikirim oleh kurir
1544;310;Jakarta Barat;menunggu;2025-11-01 07:36:20;Paket diterima di counter
1545;310;Pusat Sortir Jakarta Barat;diproses;2025-11-01 08:36:20;Paket sedang disortir
1546;309;Hub Tujuan Surabaya;sampai_tujuan;2025-11-01 12:23:23;Paket tiba di hub tujuan
1547;309;Surabaya;terkirim;2025-11-01 14:23:23;Paket berhasil diterima oleh Toni Hermanto
1548;311;Semarang;menunggu;2025-11-01 15:03:07;Paket diterima di counter
1549;310;Jalur Transito Jakarta Barat - Bandung;dalam_perjalanan;2025-11-01 15:36:20;Paket dikirim oleh kurir
1550;311;Pusat Sortir Semarang;diproses;2025-11-01 16:03:07;Paket sedang disortir
1551;311;Jalur Transito Semarang - Surabaya;dalam_perjalanan;2025-11-02 02:03:07;Paket dikirim oleh kurir
1552;312;Bekasi;menunggu;2025-11-02 03:36:05;Paket diterima di counter
1553;312;Pusat Sortir Bekasi;diproses;2025-11-02 05:36:05;Paket sedang disortir
1554;310;Hub Tujuan Bandung;sampai_tujuan;2025-11-02 07:36:20;Paket tiba di hub tujuan
1555;312;Jalur Transito Bekasi - Bandung;dalam_perjalanan;2025-11-02 11:36:05;Paket dikirim oleh kurir
1556;310;Bandung;terkirim;2025-11-02 13:36:20;Paket berhasil diterima oleh Rahmat Hidayat
1557;311;Hub Tujuan Surabaya;sampai_tujuan;2025-11-02 14:03:07;Paket tiba di hub tujuan
1558;311;Surabaya;terkirim;2025-11-02 18:03:07;Paket berhasil diterima oleh Dewi Lestari
1559;312;Hub Tujuan Bandung;sampai_tujuan;2025-11-03 03:36:05;Paket tiba di hub tujuan
1560;312;Bandung;terkirim;2025-11-03 08:36:05;Paket berhasil diterima oleh Dewi Lestari
1561;313;Yogyakarta;menunggu;2025-11-04 15:22:57;Paket diterima di counter
1562;313;Pusat Sortir Yogyakarta;diproses;2025-11-04 18:22:57;Paket sedang disortir
1563;313;Jalur Transito Yogyakarta - Depok;dalam_perjalanan;2025-11-04 20:22:57;Paket dikirim oleh kurir
1564;313;Hub Tujuan Depok;sampai_tujuan;2025-11-05 10:22:57;Paket tiba di hub tujuan
1565;314;Jakarta Pusat;menunggu;2025-11-05 19:52:05;Paket diterima di counter
1566;313;Depok;terkirim;2025-11-05 20:22:57;Paket berhasil diterima oleh Roni Wijaya
1567;314;Pusat Sortir Jakarta Pusat;diproses;2025-11-05 21:52:05;Paket sedang disortir
1568;314;Jalur Transito Jakarta Pusat - Bekasi;dalam_perjalanan;2025-11-06 02:52:05;Paket dikirim oleh kurir
1569;315;Jakarta Timur;menunggu;2025-11-06 08:03:01;Paket diterima di counter
1570;315;Pusat Sortir Jakarta Timur;diproses;2025-11-06 09:03:01;Paket sedang disortir
1571;314;Hub Tujuan Bekasi;sampai_tujuan;2025-11-06 11:52:05;Paket tiba di hub tujuan
1572;316;Jakarta Timur;menunggu;2025-11-06 12:36:49;Paket diterima di counter
1573;316;Pusat Sortir Jakarta Timur;diproses;2025-11-06 13:36:49;Paket sedang disortir
1574;317;Yogyakarta;menunggu;2025-11-06 18:34:27;Paket diterima di counter
1575;315;Jalur Transito Jakarta Timur - Bekasi;dalam_perjalanan;2025-11-06 19:03:01;Paket dikirim oleh kurir
1576;317;Pusat Sortir Yogyakarta;diproses;2025-11-06 19:34:27;Paket sedang disortir
1577;314;Bekasi;terkirim;2025-11-06 20:52:05;Paket berhasil diterima oleh Budi Santoso
1578;316;Jalur Transito Jakarta Timur - Karawang;dalam_perjalanan;2025-11-06 22:36:49;Paket dikirim oleh kurir
1579;317;Jalur Transito Yogyakarta - Surabaya;dalam_perjalanan;2025-11-07 04:34:27;Paket dikirim oleh kurir
1580;315;Hub Tujuan Bekasi;sampai_tujuan;2025-11-07 08:03:01;Paket tiba di hub tujuan
1581;316;Hub Tujuan Karawang;sampai_tujuan;2025-11-07 08:36:49;Paket tiba di hub tujuan
1582;315;Bekasi;terkirim;2025-11-07 10:03:01;Paket berhasil diterima oleh Eko Prasetyo
1583;316;Karawang;terkirim;2025-11-07 16:36:49;Paket berhasil diterima oleh Rahmat Hidayat
1584;317;Hub Tujuan Surabaya;sampai_tujuan;2025-11-07 17:34:27;Paket tiba di hub tujuan
1585;317;Surabaya;terkirim;2025-11-07 23:34:27;Paket berhasil diterima oleh Wati Kurnia
1586;318;Yogyakarta;menunggu;2025-11-08 05:49:33;Paket diterima di counter
1587;318;Pusat Sortir Yogyakarta;diproses;2025-11-08 08:49:33;Paket sedang disortir
1588;318;Jalur Transito Yogyakarta - Jakarta Barat;dalam_perjalanan;2025-11-08 11:49:33;Paket dikirim oleh kurir
1589;318;Hub Tujuan Jakarta Barat;sampai_tujuan;2025-11-08 23:49:33;Paket tiba di hub tujuan
1590;318;Jakarta Barat;terkirim;2025-11-09 09:49:33;Paket berhasil diterima oleh Siti Rahma
1591;319;Jakarta Timur;menunggu;2025-11-10 09:16:35;Paket diterima di counter
1592;319;Pusat Sortir Jakarta Timur;diproses;2025-11-10 10:16:35;Paket sedang disortir
1593;320;Karawang;menunggu;2025-11-10 18:24:21;Paket diterima di counter
1594;320;Pusat Sortir Karawang;diproses;2025-11-10 19:24:21;Paket sedang disortir
1595;319;Jalur Transito Jakarta Timur - Tangerang;dalam_perjalanan;2025-11-10 20:16:35;Paket dikirim oleh kurir
1596;320;Jalur Transito Karawang - Jakarta Barat;dalam_perjalanan;2025-11-11 03:24:21;Paket dikirim oleh kurir
1597;321;Surabaya;menunggu;2025-11-11 03:45:15;Paket diterima di counter
1598;322;Bogor;menunggu;2025-11-11 04:25:47;Paket diterima di counter
1599;322;Pusat Sortir Bogor;diproses;2025-11-11 05:25:47;Paket sedang disortir
1600;321;Pusat Sortir Surabaya;diproses;2025-11-11 05:45:15;Paket sedang disortir
1601;319;Hub Tujuan Tangerang;sampai_tujuan;2025-11-11 08:16:35;Paket tiba di hub tujuan
1602;321;Jalur Transito Surabaya - Tangerang;dalam_perjalanan;2025-11-11 08:45:15;Paket dikirim oleh kurir
1603;323;Jakarta Pusat;menunggu;2025-11-11 09:25:04;Paket diterima di counter
1604;322;Jalur Transito Bogor - Jakarta Pusat;dalam_perjalanan;2025-11-11 10:25:47;Paket dikirim oleh kurir
1605;323;Pusat Sortir Jakarta Pusat;diproses;2025-11-11 11:25:04;Paket sedang disortir
1606;324;Bogor;menunggu;2025-11-11 12:15:04;Paket diterima di counter
1607;325;Bogor;menunggu;2025-11-11 12:33:07;Paket diterima di counter
1608;324;Pusat Sortir Bogor;diproses;2025-11-11 13:15:04;Paket sedang disortir
1609;319;Tangerang;terkirim;2025-11-11 13:16:35;Paket berhasil diterima oleh Hendra Wijaya
1610;320;Hub Tujuan Jakarta Barat;sampai_tujuan;2025-11-11 15:24:21;Paket tiba di hub tujuan
1611;325;Pusat Sortir Bogor;diproses;2025-11-11 15:33:07;Paket sedang disortir
1612;324;Jalur Transito Bogor - Surabaya;dalam_perjalanan;2025-11-11 17:15:04;Paket dikirim oleh kurir
1613;323;Jalur Transito Jakarta Pusat - Tangerang;dalam_perjalanan;2025-11-11 17:25:04;Paket dikirim oleh kurir
1614;322;Hub Tujuan Jakarta Pusat;sampai_tujuan;2025-11-11 19:25:47;Paket tiba di hub tujuan
1615;320;Jakarta Barat;terkirim;2025-11-11 21:24:21;Paket berhasil diterima oleh Siti Rahma
